budget_year,ministry,department_or_org,strength_actual_1mar,strength_actual_year,strength_est_re_1mar,strength_est_re_year,strength_est_be_1mar,strength_est_be_year,pay_actuals_cr,allowances_actuals_cr,travel_actuals_cr,pay_re_cr,allowances_re_cr,travel_re_cr,pay_be_cr,allowances_be_cr,travel_be_cr
2018-19,Department of Atomic Energy,Atomic Energy,30639,2017,34550,2018,36918,2019,1865.86,1222.95,40.79,2396.30,1809.80,39.27,2485.35,1931.05,45.06
2018-19,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)","Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)",187,2017,328,2018,330,2019,11.52,4.70,2.90,12.78,5.22,1.43,14.91,6.09,2.74
2018-19,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,304,2017,304,2018,304,2019,14.46,3.73,1.13,17.18,3.59,1.25,18.18,4.16,1.45
2018-19,Ministry of Chemicals and Fertilisers,Department of Fertilisers,240,2017,263,2018,300,2019,19.81,2.66,0.32,20.31,6.42,1.47,22.81,7.29,2.30
2018-19,Ministry of Chemicals and Fertilisers,Department of Pharmaceuticals,157,2017,157,2018,157,2019,9.57,5.47,0.60,7.63,4.45,0.62,8.09,4.41,0.75
2018-19,Ministry of Civil Aviation,Ministry of Civil Aviation,1145,2017,2144,2018,2342,2019,22.90,22.90,7.57,95.19,25.01,13.20,115.25,34.75,12.54
2018-19,Ministry of Coal,Ministry of Coal,292,2017,431,2018,431,2019,17.45,7.02,1.45,20.12,5.98,1.35,20.72,6.58,1.41
2018-19,Ministry of Commerce and Industry,Department of Commerce,5499,2017,6671,2018,6671,2019,341.39,113.79,21.77,334.94,130.26,27.23,297.31,133.58,25.64
2018-19,Ministry of Commerce and Industry,Department of Industrial Policy and Promotion,2121,2017,2767,2018,2924,2019,95.55,63.68,4.42,102.36,68.22,6.34,114.16,76.13,10.21
2018-19,Ministry of Communications,Department of Posts,433417,2017,433418,2018,433418,2019,8041.68,6435.81,89.88,8724.74,6575.26,90.27,8903.24,7096.76,104.40
2018-19,Ministry of Communications,Department of Telecommunications,2894,2017,2723,2018,2653,2019,221.63,120.93,14.86,217.12,155.57,28.79,212.66,163.54,33.36
2018-19,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,802,2017,961,2018,1035,2019,55.09,9.72,1.17,58.54,11.99,1.70,65.60,15.39,1.78
2018-19,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,932,2017,1128,2018,1129,2019,48.36,18.41,1.98,50.74,21.16,2.69,53.56,22.19,2.57
2018-19,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1398,2017,2542,2018,2536,2019,69.42,38.26,2.34,70.96,43.65,2.59,72.55,47.85,2.66
2018-19,Ministry of Culture,Ministry of Culture,7675,2017,10699,2018,10699,2019,176.44,191.13,11.16,284.33,100.22,15.50,299.44,105.56,16.12
2018-19,Ministry of Defence,Ministry of Defence (Misc.),41719,2017,50998,2018,51869,2019,2590.47,330.91,81.77,2884.92,420.42,106.82,3112.44,579.72,141.92
2018-19,Ministry of Development of North Eastern Region,Ministry of Development of North Eastern Region,104,2017,132,2018,132,2019,10.33,0.43,0.43,10.96,0.29,0.46,11.46,0.35,0.31
2018-19,Ministry of Drinking Water and Sanitation,Ministry of Drinking Water and Sanitation,149,2017,180,2018,180,2019,5.90,3.60,0.07,7.15,4.79,0.09,7.42,5.11,0.09
2018-19,Ministry of Earth Sciences,Ministry of Earth Sciences,4654,2017,7472,2018,7472,2019,259.94,95.22,11.01,263.43,112.00,12.71,274.18,115.82,14.68
2018-19,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology,5146,2017,6531,2018,6531,2019,404.07,269.37,12.07,413.38,275.59,11.12,451.35,300.90,14.14
2018-19,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change",2885,2017,5111,2018,5119,2019,183.72,35.71,17.40,189.88,49.15,23.29,195.62,67.18,27.01
2018-19,Ministry of External Affairs,Ministry of External Affairs,9672,2017,10868,2018,10868,2019,1712.99,155.20,237.39,1816.83,144.97,260.18,1876.15,155.41,269.84
2018-19,Ministry of Finance,Department of Economic Affairs,1128,2017,1477,2018,1469,2019,67.03,23.44,8.04,81.56,13.37,11.85,89.89,9.79,14.64
2018-19,Ministry of Finance,Department of Expenditure,1041,2017,1585,2018,1575,2019,49.35,35.38,3.02,74.93,25.25,5.73,97.52,35.91,7.16
2018-19,Ministry of Finance,Department of Financial Services,1347,2017,1603,2018,1602,2019,89.81,21.30,1.27,96.23,24.06,1.78,101.04,25.26,2.08
2018-19,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),60,2017,73,2018,73,2019,5.31,0.74,1.36,6.37,0.92,3.40,6.87,0.78,3.40
2018-19,Ministry of Finance,Department of Revenue,3706,2017,7097,2018,7097,2019,272.36,,14.22,312.14,,19.04,327.74,,20.23
2018-19,Ministry of Finance,Direct Taxes,45333,2017,80287,2018,80287,2019,1345.70,2047.56,49.29,1496.17,2243.83,62.37,1575.28,2351.72,74.66
2018-19,Ministry of Finance,Indirect Taxes,54242,2017,92755,2018,92747,2019,1898.15,2372.69,55.28,4476.19,223.81,77.00,4690.48,234.52,90.00
2018-19,Ministry of Finance,Indian Audit and Accounts Department,46335,2017,47685,2018,49363,2019,2582.60,938.33,152.80,2817.70,1023.40,185.25,2944.56,1088.60,197.42
2018-19,Ministry of Food Processing Industries,Ministry of Food Processing Industries,139,2017,194,2018,194,2019,5.49,9.21,0.98,9.98,5.03,1.47,10.26,5.50,1.35
2018-19,Ministry of Health and Family Welfare,Department of Health and Family Welfare,20865,2017,22843,2018,23414,2019,1345.94,724.74,18.98,1561.05,840.57,31.91,1668.63,898.50,37.05
2018-19,Ministry of Health and Family Welfare,Department of Health Research,19,2017,43,2018,43,2019,,,0.11,,,0.30,5.20,2.20,0.35
2018-19,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,185,2017,261,2018,261,2019,11.52,5.59,1.68,12.04,6.14,1.80,13.26,6.74,1.80
2018-19,Ministry of Heavy Industries and Public Enterprises,Department of Public Enterprises,80,2017,119,2018,119,2019,5.78,1.82,0.40,6.10,1.93,0.40,6.40,2.03,0.40
2018-19,Ministry of Home Affairs,Ministry of Home Affairs,20352,2017,26178,2018,26188,2019,767.68,329.00,24.03,813.65,348.70,33.47,883.69,378.73,37.96
2018-19,Ministry of Home Affairs,Cabinet,942,2017,1219,2018,1249,2019,66.60,28.55,64.51,75.42,32.32,61.11,80.81,34.63,70.38
2018-19,Ministry of Home Affairs,Police,1024374,2017,1108683,2018,1125093,2019,35485.52,15208.08,1314.33,39174.90,16789.24,1595.41,41839.04,17931.02,1759.91
2018-19,Ministry of Home Affairs,Andaman and Nicobar Islands,29738,2017,29738,2018,29738,2019,881.75,614.26,18.58,1079.99,578.72,21.90,1147.44,586.08,18.56
2018-19,Ministry of Home Affairs,Chandigarh,24682,2017,24517,2018,26400,2019,699.22,923.31,2.13,720.20,1056.70,2.65,741.81,1123.94,3.08
2018-19,Ministry of Home Affairs,Dadra and Nagar Haveli,4127,2017,4189,2018,4189,2019,159.88,30.38,1.10,159.63,26.35,1.48,163.54,32.80,1.49
2018-19,Ministry of Home Affairs,Daman and Diu,2954,2017,2954,2018,2954,2019,141.48,14.79,1.04,143.80,14.51,1.92,148.11,18.02,1.98
2018-19,Ministry of Home Affairs,Lakshadweep,5333,2017,5400,2018,5500,2019,187.06,96.36,6.73,202.13,104.13,7.99,200.65,108.05,7.13
2018-19,Ministry of Housing and Urban Affairs,Ministry of Housing and Urban Affairs,18115,2017,20255,2018,20255,2019,1028.47,714.70,14.78,1102.21,765.95,37.27,1166.75,810.80,48.34
2018-19,Ministry of Human Resource Development,Department of School Education and Literacy,332,2017,446,2018,446,2019,14.31,3.37,0.58,17.87,8.13,1.66,16.69,5.33,1.74
2018-19,Ministry of Human Resource Development,Department of Higher Education,927,2017,1264,2018,1264,2019,69.09,26.63,3.06,73.55,27.20,7.30,73.07,27.02,7.30
2018-19,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,3788,2017,5743,2018,5743,2019,221.68,62.52,8.57,207.20,97.50,11.08,207.94,111.96,12.00
2018-19,Ministry of Labour and Employment,Ministry of Labour and Employment,363,2017,6733,2018,6733,2019,363.97,5.16,11.73,357.72,7.39,15.44,367.33,8.77,16.76
2018-19,Ministry of Law and Justice,Law and Justice,1701,2017,1786,2018,1893,2019,109.30,32.77,4.94,122.90,34.69,8.37,119.97,36.02,7.43
2018-19,Ministry of Law and Justice,Election Commission,456,2017,677,2018,677,2019,23.39,10.56,2.21,32.43,5.84,2.80,33.39,6.79,2.80
2018-19,Ministry of Law and Justice,Supreme Court of India,2393,2017,2393,2018,2393,2019,163.02,30.68,3.43,168.04,25.18,2.50,172.97,28.13,3.00
2018-19,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",2072,2017,2442,2018,2446,2019,63.82,82.31,3.41,96.51,55.21,3.53,107.08,65.18,8.50
2018-19,Ministry of Mines,Ministry of Mines,7790,2017,8443,2018,8562,2019,440.40,224.94,32.94,533.98,179.66,42.22,545.83,185.97,36.47
2018-19,Ministry of Minority Affairs,Ministry of Minority Affairs,774,2017,859,2018,859,2019,14.36,1.33,0.73,57.10,10.19,1.61,56.10,10.69,1.95
2018-19,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,228,2017,309,2018,309,2019,14.93,9.95,2.26,22.28,4.87,2.93,22.95,5.05,2.95
2018-19,Ministry of Panchayati Raj,Ministry of Panchayati Raj,74,2017,124,2018,124,2019,8.51,3.02,0.58,8.21,2.90,1.00,8.62,3.45,1.00
2018-19,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,122,2017,149,2018,149,2019,7.82,4.25,1.43,6.95,3.70,1.80,7.22,3.89,2.80
2018-19,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8346,2017,10545,2018,10545,2019,249.28,404.85,40.50,267.44,433.13,31.93,279.68,452.81,31.57
2018-19,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,237,2017,299,2018,299,2019,9.62,11.79,0.85,10.28,12.60,0.88,10.79,13.21,0.85
2018-19,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,243,2017,252,2018,316,2019,16.50,6.57,0.97,17.11,7.64,1.50,19.25,8.25,1.90
2018-19,Ministry of Planning,Ministry of Planning,634,2017,704,2018,704,2019,36.93,19.89,3.93,39.00,21.00,8.67,42.17,22.70,9.21
2018-19,Ministry of Power,Ministry of Power,1835,2017,1835,2018,1835,2019,99.05,12.81,4.37,100.14,13.18,4.50,103.78,13.91,4.50
2018-19,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",271,2017,346,2018,346,2019,13.97,3.81,0.01,15.00,3.94,0.06,15.66,5.59,0.05
2018-19,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Lok Sabha,2327,2017,3101,2018,3101,2019,143.85,81.04,2.04,189.65,58.95,2.75,190.35,69.65,2.95
2018-19,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Rajya Sabha,1361,2017,1812,2018,1812,2019,75.21,56.48,4.49,106.12,37.58,4.17,116.26,36.76,4.46
2018-19,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Union Public Service Commission,1330,2017,1827,2018,1827,2019,59.92,45.85,0.45,78.73,27.27,0.50,81.08,32.04,0.50
2018-19,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Secretariat of the Vice-President,60,2017,60,2018,60,2019,1.69,1.36,0.23,2.61,0.58,0.17,3.13,0.77,0.18
2018-19,Ministry of Railways,Ministry of Railways,1308472,2017,1308472,2018,1308472,2019,53625.51,18993.52,1498.79,54747.94,20912.29,1806.10,55775.58,23962.40,1892.69
2018-19,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,640,2017,744,2018,744,2019,63.64,15.91,5.92,70.06,17.51,7.91,75.66,18.91,8.09
2018-19,Ministry of Rural Development,Department of Rural Development,566,2017,571,2018,571,2019,35.23,0.58,0.35,37.70,0.71,0.71,39.59,0.71,0.87
2018-19,Ministry of Rural Development,Department of Land Resources,75,2017,122,2018,122,2019,4.66,2.55,0.44,6.94,1.10,0.11,7.35,1.21,
2018-19,Ministry of Science and Technology,Department of Science and Technology,5184,2017,5259,2018,5116,2019,269.94,107.30,10.29,289.97,93.08,15.65,291.91,99.89,16.34
2018-19,Ministry of Science and Technology,Department of Biotechnology,247,2017,247,2018,247,2019,13.71,4.02,0.54,13.19,6.14,3.00,13.67,6.97,3.00
2018-19,Ministry of Science and Technology,Department of Scientific and Industrial Research,76,2017,81,2018,123,2019,6.60,2.83,0.34,7.10,2.35,0.45,7.15,2.77,0.50
2018-19,Ministry of Shipping,Ministry of Shipping,2049,2017,2397,2018,2403,2019,101.81,27.57,8.31,121.98,38.84,11.43,130.54,47.65,13.46
2018-19,Ministry of Skill Development and Entrepreneurship,Ministry of Skill Development and Entrepreneurship,830,2017,1013,2018,832,2019,70.53,2.39,4.36,127.20,3.78,7.43,147.89,4.62,9.46
2018-19,Ministry of Social Justice and Empowerment,Department of Social Justice and Empowerment,556,2017,646,2018,646,2019,37.62,11.63,1.96,43.44,1.34,2.90,47.04,1.46,3.70
2018-19,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,143,2017,144,2018,147,2019,8.29,9.07,0.78,10.40,13.16,1.20,10.40,13.99,1.12
2018-19,Deparment of Space,Department of Space,14671,2017,15409,2018,16079,2019,1301.68,587.21,51.99,1329.32,817.74,75.98,1395.79,835.67,76.57
2018-19,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,4509,2017,6319,2018,6319,2019,257.69,110.44,18.54,270.18,115.79,18.88,285.35,122.29,26.12
2018-19,Ministry of Steel,Ministry of Steel,225,2017,288,2018,288,2019,16.30,3.43,0.80,19.10,1.83,1.87,20.00,1.98,1.51
2018-19,Ministry of Textiles,Ministry of Textiles,4628,2017,4615,2018,4615,2019,194.69,3.18,9.08,227.54,7.93,14.60,172.39,4.39,11.20
2018-19,Ministry of Tourism,Ministry of Tourism,487,2017,578,2018,578,2019,27.51,13.75,3.86,26.88,13.44,4.54,28.23,14.11,4.86
2018-19,Ministry of Tribal Affairs,Ministry of Tribal Affairs,210,2017,310,2018,310,2019,12.83,6.04,0.93,16.65,6.55,1.60,18.98,7.52,2.50
2018-19,"Ministry of Water Resources, River Development and Ganga Rejuvenation","Ministry of Water Resources, River Development and Ganga Rejuvenation",7293,2017,10998,2018,10996,2019,561.91,187.95,22.00,759.93,111.99,40.00,811.39,147.92,46.20
2018-19,Ministry of Women and Child Development,Ministry of Women and Child Development,457,2017,678,2018,763,2019,23.59,12.70,0.82,34.65,7.13,1.02,39.42,9.62,90.56
2018-19,Ministry of Youth Affairs and Sports,Ministry of Youth Affairs and Sports,299,2017,316,2018,318,2019,20.28,5.65,1.75,23.08,6.95,2.67,24.55,7.64,2.80
2018-19,GRAND TOTAL,GRAND TOTAL,3252796,2017,3480697,2018,3505809,2019,122451.49,54701.34,4110.36,133426.44,57548.48,5014.26,138791.78,63249.48,5534.85
2019-20,Ministry of Agriculture and Farmers' Welfare,"Department of Agriculture, Cooperation and Farmers' Welfare",3998,2018,5812,2019,5833,2020,190.39,121.72,17.15,213.50,136.50,22.22,210.39,157.04,26.67
2019-20,Ministry of Agriculture and Farmers' Welfare,Department of Agricultural Research and Education,36,2018,40,2019,44,2020,4.09,0.61,0.30,5.62,0.98,1.00,5.90,1.05,1.00
2019-20,Department of Atomic Energy,Atomic Energy,31489,2018,37944,2019,41750,2020,2540.41,1624.19,45.03,2632.96,1677.46,48.13,2810.34,1799.23,48.96
2019-20,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)","Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)",176,2018,312,2019,317,2020,10.67,7.11,3.26,12.48,8.32,2.62,13.20,8.80,3.84
2019-20,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,134,2018,187,2019,187,2020,12.59,2.43,0.86,15.00,4.00,0.90,16.00,4.20,1.10
2019-20,Ministry of Chemicals and Fertilisers,Department of Fertilisers,239,2018,299,2019,299,2020,22.29,8.97,0.56,24.12,12.26,0.65,25.32,12.72,0.90
2019-20,Ministry of Chemicals and Fertilisers,Department of Pharmaceuticals,143,2018,171,2019,171,2020,10.34,3.84,0.64,10.95,5.70,1.08,11.95,6.05,1.30
2019-20,Ministry of Civil Aviation,Ministry of Civil Aviation,1174,2018,2285,2019,2363,2020,108.02,11.80,12.22,122.87,16.71,16.99,132.98,20.78,17.09
2019-20,Ministry of Coal,Ministry of Coal,288,2018,440,2019,440,2020,24.82,0.07,0.90,28.11,0.09,1.56,29.01,0.07,1.55
2019-20,Ministry of Commerce and Industry,Department of Commerce,4645,2018,5526,2019,5552,2020,192.90,256.23,23.13,187.35,253.11,28.58,198.25,263.02,32.47
2019-20,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade,2121,2018,2255,2019,2567,2020,100.34,66.88,4.56,118.63,79.11,8.24,126.30,84.21,10.95
2019-20,Ministry of Communications,Department of Posts,418818,2018,420822,2019,421068,2020,8172.66,6458.51,105.81,10694.96,5925.54,113.90,11015.80,6435.70,128.66
2019-20,Ministry of Communications,Department of Telecommunications 2017-2018 2018-2019 2019-2020,2916,2018,3475,2019,3683,2020,550.45,125.62,18.96,235.15,164.85,34.93,252.40,139.70,39.53
2019-20,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,860,2018,968,2019,1046,2020,51.54,16.37,1.49,63.24,14.71,1.84,68.16,27.12,3.07
2019-20,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,826,2018,1048,2019,1092,2020,56.55,13.69,2.65,59.63,16.12,3.21,58.06,21.94,3.02
2019-20,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1470,2018,2549,2019,2549,2020,89.66,33.48,4.04,95.38,42.15,5.25,99.52,44.89,6.25
2019-20,Ministry of Culture,Ministry of Culture,6885,2018,10421,2019,10532,2020,226.34,150.90,15.86,242.40,161.60,16.35,256.41,170.92,16.08
2019-20,Ministry of Defence,Ministry of Defence (Civil),42370,2018,87363,2019,88717,2020,2673.84,342.82,194.21,4404.58,602.35,186.14,4827.00,621.33,202.59
2019-20,Ministry of Development of North Eastern Region,Ministry of Development of North Eastern Region,96,2018,115,2019,104,2020,11.16,0.15,0.40,11.75,0.10,0.27,12.53,0.26,0.30
2019-20,Ministry of Earth Sciences,Ministry of Earth Sciences,4329,2018,7475,2019,7475,2020,253.63,109.26,5.61,276.90,116.30,9.20,290.99,121.01,9.89
2019-20,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology,5106,2018,6612,2019,6612,2020,424.08,282.73,10.52,515.02,343.34,12.93,511.80,341.20,13.46
2019-20,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change",2983,2018,5113,2019,5144,2020,191.30,40.27,25.04,199.89,61.90,34.27,202.80,65.56,39.77
2019-20,Ministry of External Affairs,Ministry of External Affairs,10044,2018,11870,2019,11877,2020,1683.36,127.45,260.79,1870.24,132.76,255.52,1886.80,140.64,270.50
2019-20,Ministry of Finance,Department of Economic Affairs 2017-2018 2018-2019 2019-2020,1158,2018,1466,2019,1376,2020,93.27,19.88,8.77,105.30,26.39,8.72,106.42,28.95,10.80
2019-20,Ministry of Finance,Department of Expenditure,1015,2018,1592,2019,1580,2020,70.52,28.82,3.99,87.07,27.45,5.19,94.91,26.21,6.19
2019-20,Ministry of Finance,Department of Financial Services,1126,2018,1630,2019,1647,2020,94.25,23.55,2.15,111.64,27.91,2.75,117.22,29.31,2.42
2019-20,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),60,2018,76,2019,76,2020,6.29,0.87,1.51,6.86,0.75,3.40,7.29,0.70,3.40
2019-20,Ministry of Finance,Department of Revenue,3706,2018,7097,2019,7097,2020,293.08,,13.56,377.51,,15.50,396.32,,18.96
2019-20,Ministry of Finance,Direct Taxes,50208,2018,80063,2019,80143,2020,2183.55,1455.70,65.49,2341.78,1561.18,94.66,2458.87,1639.24,91.43
2019-20,Ministry of Finance,Indirect Taxes,53394,2018,92842,2019,92842,2020,3421.20,1197.42,75.62,3638.64,1273.52,92.00,3820.56,1337.20,96.00
2019-20,Ministry of Finance,Indian Audit and Accounts Department,44973,2018,46575,2019,48055,2020,2851.06,900.34,184.22,3121.80,1040.60,238.52,3276.83,1092.27,234.09
2019-20,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Animal Husbandry and Dairying,2171,2018,3811,2019,3826,2020,96.67,61.80,4.80,100.85,70.09,7.34,77.13,57.62,6.43
2019-20,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries,2171,2018,3811,2019,3826,2020,96.67,61.80,4.80,100.85,70.09,7.34,33.34,25.15,3.98
2019-20,Ministry of Food Processing Industries,Ministry of Food Processing Industries,150,2018,181,2019,181,2020,9.45,5.10,1.42,10.20,6.14,1.62,10.80,6.36,1.62
2019-20,Ministry of Health and Family Welfare,Department of Health and Family Welfare,22084,2018,22925,2019,23210,2020,1736.11,520.84,20.21,1993.36,598.01,32.28,2101.39,630.41,37.28
2019-20,Ministry of Health and Family Welfare,Department of Health Research,20,2018,45,2019,45,2020,,,0.23,2.10,0.90,0.25,3.50,1.50,0.30
2019-20,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,180,2018,197,2019,197,2020,14.04,4.00,1.68,15.10,5.03,2.00,16.51,5.49,2.00
2019-20,Ministry of Heavy Industries and Public Enterprises,Department of Public Enterprises,68,2018,119,2019,119,2020,5.91,1.95,0.26,6.71,2.24,0.34,7.12,2.38,0.34
2019-20,Ministry of Home Affairs,Ministry of Home Affairs,21522,2018,26562,2019,26564,2020,817.77,290.59,35.42,970.76,323.59,47.11,607.59,742.62,67.72
2019-20,Ministry of Home Affairs,Cabinet,964,2018,1309,2019,1379,2020,77.97,25.99,58.37,87.28,29.09,86.42,66.65,81.35,84.82
2019-20,Ministry of Home Affairs,Police 2017-2018 2018-2019 2019-2020,1052351,2018,1113770,2019,1131704,2020,41249.04,14492.91,1630.99,48182.46,16928.97,2119.45,30693.47,37514.25,2482.86
2019-20,Ministry of Home Affairs,Andaman and Nicobar Islands,29750,2018,29750,2019,29750,2020,1056.43,603.07,23.91,1186.10,613.35,20.69,1287.56,580.97,21.52
2019-20,Ministry of Home Affairs,Chandigarh,24517,2018,24304,2019,26634,2020,720.20,1028.82,2.62,741.80,1124.95,3.13,764.04,1158.96,3.19
2019-20,Ministry of Home Affairs,Dadra and Nagar Haveli,4127,2018,4189,2019,4189,2020,159.34,30.33,1.40,163.59,30.12,1.49,168.50,34.90,1.76
2019-20,Ministry of Home Affairs,Daman and Diu,2753,2018,2954,2019,3104,2020,150.67,15.07,1.02,150.02,15.00,1.98,157.52,15.75,1.93
2019-20,Ministry of Home Affairs,Lakshadweep,5500,2018,5727,2019,5900,2020,183.31,122.21,7.60,185.22,123.48,7.13,198.98,138.27,8.26
2019-20,Ministry of Housing and Urban Affairs,Ministry of Housing and Urban Affairs,19812,2018,19877,2019,19878,2020,1072.08,704.71,19.41,1166.75,810.80,49.59,1121.79,787.16,30.09
2019-20,Ministry of Human Resource Development,Department of School Education and Literacy,299,2018,452,2019,452,2020,17.79,2.10,0.73,21.55,2.97,1.74,21.91,2.98,1.59
2019-20,Ministry of Human Resource Development,Department of Higher Education,891,2018,1162,2019,1162,2020,83.49,12.46,3.76,86.00,14.93,5.90,90.25,14.75,6.45
2019-20,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,3766,2018,5626,2019,5626,2020,196.07,96.52,10.17,212.90,114.64,11.88,227.82,107.18,13.10
2019-20,Ministry of Jal Shakti,Department of Drinking Water and Sanitation,180,2018,185,2019,185,2020,9.23,2.47,0.01,10.50,3.01,0.09,12.00,3.19,0.09
2019-20,Ministry of Jal Shakti,"Department of Water Resources, River Development and Ganga Rejuvenation",7004,2018,10938,2019,10985,2020,638.99,105.22,45.07,767.73,154.66,78.01,826.99,173.37,94.65
2019-20,Ministry of Labour and Employment,Ministry of Labour and Employment,4583,2018,6764,2019,6782,2020,269.47,99.67,12.71,272.24,111.10,14.87,277.79,124.81,16.35
2019-20,Ministry of Law and Justice,Law and Justice,1633,2018,1956,2019,2043,2020,109.12,48.93,4.86,111.89,55.11,7.25,112.74,63.42,7.66
2019-20,Ministry of Law and Justice,Election Commission,456,2018,745,2019,745,2020,30.14,8.13,4.07,36.09,5.31,3.99,37.18,6.28,4.30
2019-20,Ministry of Law and Justice,Supreme Court of India 2017-2018 2018-2019 2019-2020,2409,2018,2439,2019,2439,2020,168.04,23.08,1.15,180.44,25.66,3.00,185.55,29.46,3.00
2019-20,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",381,2018,452,2019,452,2020,30.52,9.35,1.08,38.00,10.12,2.05,38.53,11.85,4.00
2019-20,Ministry of Mines,Ministry of Mines,7618,2018,13956,2019,13956,2020,544.47,165.48,41.35,504.93,153.59,50.64,626.44,168.48,50.56
2019-20,Ministry of Minority Affairs,Ministry of Minority Affairs,787,2018,875,2019,917,2020,44.50,7.97,0.95,48.35,14.81,1.73,56.01,18.60,2.36
2019-20,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,225,2018,311,2019,311,2020,20.02,5.96,0.92,20.15,8.35,1.03,20.70,8.32,1.05
2019-20,Ministry of Panchayati Raj,Ministry of Panchayati Raj,73,2018,140,2019,140,2020,6.67,1.41,0.68,6.89,1.46,1.00,7.38,1.56,1.00
2019-20,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,121,2018,149,2019,149,2020,6.95,3.45,1.27,7.27,4.27,2.45,7.52,4.59,2.80
2019-20,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8358,2018,10414,2019,10414,2020,259.31,444.11,33.65,279.76,476.26,39.70,291.66,495.95,41.69
2019-20,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,237,2018,299,2019,299,2020,9.62,11.79,0.85,10.28,12.60,0.88,10.79,13.21,0.85
2019-20,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,252,2018,253,2019,353,2020,23.61,7.51,1.49,25.23,6.39,2.18,26.49,6.38,2.26
2019-20,Ministry of Planning,Ministry of Planning,593,2018,718,2019,718,2020,37.43,20.15,6.08,37.78,20.35,7.46,39.75,21.41,8.72
2019-20,Ministry of Power,Ministry of Power 2017-2018 2018-2019 2019-2020,1789,2018,1834,2019,1870,2020,116.29,45.05,5.36,126.29,47.72,5.36,130.29,48.01,9.62
2019-20,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",271,2018,287,2019,353,2020,15.00,3.93,0.12,20.64,1.66,0.01,22.30,1.70,0.23
2019-20,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Lok Sabha,2384,2018,3084,2019,3084,2020,180.54,59.90,1.36,189.96,100.74,4.83,195.82,79.68,3.70
2019-20,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Rajya Sabha,1404,2018,1836,2019,1836,2020,102.02,38.22,2.44,105.17,97.36,6.76,108.31,59.54,6.41
