budget_year,ministry,department_or_org,strength_actual_1mar,strength_actual_year,strength_est_re_1mar,strength_est_re_year,strength_est_be_1mar,strength_est_be_year,pay_actuals_cr,allowances_actuals_cr,travel_actuals_cr,pay_re_cr,allowances_re_cr,travel_re_cr,pay_be_cr,allowances_be_cr,travel_be_cr
2024-25,Department of Atomic Energy,Atomic Energy,28542,2023,37250,2024,37929,2025,2398.05,2190.94,48.75,2433.58,1737.36,57.44,2506.59,1774.51,61.24
2024-25,Ministry of AYUSH,Ministry of Ayush,179,2023,528,2024,528,2025,16.32,10.88,2.94,16.13,14.17,3.45,16.61,14.27,4.75
2024-25,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,209,2023,267,2024,268,2025,11.03,8.63,0.69,13.54,8.70,1.22,13.23,9.52,1.27
2024-25,Ministry of Chemicals and Fertilisers,Department of Fertilisers,195,2023,273,2024,273,2025,25.26,,0.87,17.24,12.58,1.00,17.50,13.00,1.38
2024-25,Ministry of Civil Aviation,Ministry of Civil Aviation,1408,2023,2691,2024,2691,2025,122.82,62.06,16.40,109.45,82.97,27.44,112.73,88.78,27.92
2024-25,Ministry of Coal,Ministry of Coal,229,2023,319,2024,338,2025,15.76,12.82,1.51,18.18,12.30,2.08,18.38,14.00,2.32
2024-25,Ministry of Commerce and Industry,Department of Commerce,4132,2023,4123,2024,4123,2025,280.84,168.51,25.05,244.15,187.84,30.66,255.20,195.14,28.32
2024-25,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade,2300,2023,3745,2024,4023,2025,184.30,130.85,8.43,183.97,138.87,12.26,189.49,148.59,9.95
2024-25,Ministry of Communications,Department of Posts,417114,2023,424350,2024,431015,2025,9938.36,9160.67,133.86,8743.31,10650.00,259.60,9005.61,11999.35,217.04
2024-25,Ministry of Communications,Department of Telecommunications  MàQNQDR 2022-2023 2023-2024 2024-2025,3482,2023,3512,2024,3548,2025,341.67,242.46,28.13,403.93,222.29,34.18,431.02,268.98,35.89
2024-25,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,748,2023,1267,2024,1267,2025,25.65,59.85,1.76,50.08,37.88,2.81,51.58,40.53,3.19
2024-25,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,696,2023,927,2024,931,2025,76.26,0.29,3.28,50.82,38.61,3.49,46.87,35.79,3.94
2024-25,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1380,2023,2535,2024,2690,2025,108.74,66.16,6.33,96.43,73.57,8.19,99.32,78.72,7.82
2024-25,Ministry of Culture,Ministry of Culture,7257,2023,10850,2024,10885,2025,275.60,183.74,17.24,303.71,203.11,20.69,338.31,217.36,27.68
2024-25,Ministry of Defence,Ministry of Defence (Civil),73377,2023,86567,2024,88788,2025,5957.57,1035.59,139.77,7266.26,1239.54,243.56,7795.75,1361.13,289.93
2024-25,Ministry of Development of North Eastern Region,Ministry of Development of North Eastern Region,95,2023,147,2024,147,2025,15.77,0.13,0.36,11.07,5.32,0.50,12.27,5.83,0.55
2024-25,Ministry of Earth Sciences,Ministry of Earth Sciences,3962,2023,7509,2024,7509,2025,285.67,172.94,4.74,310.00,220.00,12.85,335.00,215.00,9.14
2024-25,Ministry of Education,Department of School Education and Literacy,215,2023,314,2024,302,2025,17.15,12.31,0.53,20.12,13.99,0.70,21.69,15.04,1.03
2024-25,Ministry of Education,Department of Higher Education,799,2023,1178,2024,1180,2025,69.01,45.58,3.60,72.70,50.00,7.14,51.62,39.48,8.00
2024-25,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology,5006,2023,6467,2024,6950,2025,595.51,397.01,12.51,589.57,428.17,28.35,615.50,468.64,29.15
2024-25,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change  MàQNQDR 2022-2023 2023-2024 2024-2025",2804,2023,5035,2024,5133,2025,302.03,120.81,17.22,191.81,141.37,23.28,198.59,154.08,46.05
2024-25,Ministry of External Affairs,Ministry of External Affairs,9957,2023,12352,2024,12361,2025,2496.64,143.54,311.71,1081.51,1810.40,327.37,1113.02,1928.74,290.36
2024-25,Ministry of Finance,Department of Economic Affairs,900,2023,1306,2024,1306,2025,68.69,46.46,7.41,75.07,53.92,22.70,76.98,57.35,16.41
2024-25,Ministry of Finance,Department of Expenditure,965,2023,1654,2024,1657,2025,93.21,47.85,3.22,86.00,67.86,6.21,90.00,73.14,6.59
2024-25,Ministry of Finance,Department of Financial Services,1280,2023,1509,2024,1509,2025,71.22,48.98,1.81,75.00,56.00,2.83,78.00,60.00,2.68
2024-25,Ministry of Finance,Department of Public Enterprises,81,2023,115,2024,115,2025,6.05,4.29,0.29,6.21,4.48,0.29,6.40,4.79,0.35
2024-25,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),69,2023,95,2024,137,2025,9.51,3.30,0.91,8.02,5.46,2.25,8.26,5.84,2.10
2024-25,Ministry of Finance,Department of Revenue,4450,2023,7139,2024,8220,2025,456.48,,26.21,280.03,231.53,33.97,312.42,278.36,34.00
2024-25,Ministry of Finance,Direct Taxes,49129,2023,79304,2024,79304,2025,5215.38,0.02,64.21,3335.49,2456.99,76.49,3560.00,2650.00,76.50
2024-25,Ministry of Finance,Indirect Taxes,53106,2023,92718,2024,92718,2025,3488.00,2630.24,102.58,3800.00,2825.00,100.30,3914.00,3025.00,98.50
2024-25,Ministry of Finance,Indian Audit and Accounts Department,40012,2023,48060,2024,48060,2025,2919.09,2039.14,281.91,2924.09,2160.27,318.37,2962.21,2311.99,274.80
2024-25,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries,616,2023,1263,2024,1263,2025,34.94,26.36,2.99,41.16,31.51,3.78,45.44,31.80,4.22
2024-25,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Animal Husbandry and Dairying,987,2023,2165,2024,2190,2025,43.33,32.69,2.21,47.34,36.49,4.06,47.08,35.93,3.88
2024-25,Ministry of Food Processing Industries,Ministry of Food Processing Industries,177,2023,118,2024,177,2025,20.43,14.12,1.01,15.14,10.63,2.53,15.59,11.37,2.64
2024-25,Ministry of Health and Family Welfare,Department of Health and Family Welfare,20425,2023,25845,2024,28642,2025,2018.28,1345.52,28.79,2068.35,1711.95,32.83,2254.42,1920.70,53.36
2024-25,Ministry of Health and Family Welfare,Department of Health Research,27,2023,61,2024,61,2025,3.39,1.63,0.28,3.00,1.95,1.45,3.20,2.05,2.51
2024-25,Ministry of Heavy Industries,Ministry of Heavy Industries  MàQNQDR 2022-2023 2023-2024 2024-2025,142,2023,158,2024,158,2025,11.22,10.08,1.14,13.15,9.59,1.96,13.54,10.26,1.70
2024-25,Ministry of Home Affairs,Ministry of Home Affairs,20176,2023,29957,2024,29281,2025,963.51,788.33,62.39,1021.45,903.88,113.68,1062.98,950.69,65.48
2024-25,Ministry of Home Affairs,Cabinet,974,2023,1501,2024,1501,2025,86.87,70.91,49.85,93.84,78.30,62.95,97.50,83.90,64.10
2024-25,Ministry of Home Affairs,Police,1045041,2023,1163351,2024,1173166,2025,47340.07,38732.79,2941.63,48294.00,44203.00,3060.54,53122.44,53257.40,3560.16
2024-25,Ministry of Home Affairs,Andaman and Nicobar Islands,33107,2023,33107,2024,33107,2025,1431.47,635.91,28.59,1438.37,746.28,31.36,1456.11,911.58,29.70
2024-25,Ministry of Home Affairs,Chandigarh,21945,2023,22876,2024,23031,2025,1747.90,900.44,2.10,1709.75,1065.31,4.16,1641.41,1051.74,4.39
2024-25,Ministry of Home Affairs,Dadra and Nagar Haveli and Daman and Diu,5645,2023,6472,2024,6532,2025,290.00,160.36,3.79,296.00,174.00,3.87,327.04,208.41,3.51
2024-25,Ministry of Home Affairs,Lakshadweep,5771,2023,5771,2024,5771,2025,239.44,159.63,8.58,218.19,182.13,10.12,219.36,195.42,11.32
2024-25,Ministry of Housing and Urban Affairs,Ministry of Housing and Urban Affairs,20295,2023,20043,2024,20038,2025,1037.10,674.09,25.76,988.42,703.30,28.09,1018.10,752.53,32.58
2024-25,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,3183,2023,3402,2024,3464,2025,202.89,140.62,9.05,210.00,162.01,8.10,217.00,173.50,6.47
2024-25,Ministry of Jal Shakti,"Department of Water Resources, River Development and Ganga Rejuvenation",8225,2023,13584,2024,13673,2025,710.60,111.10,11.87,549.18,377.04,18.19,528.24,346.35,64.62
2024-25,Ministry of Jal Shakti,Department of Drinking Water and Sanitation,158,2023,157,2024,157,2025,13.80,4.95,0.14,12.00,9.00,0.21,15.00,10.00,0.15
2024-25,Ministry of Labour and Employment,Ministry of Labour and Employment,6600,2023,6605,2024,6605,2025,423.87,0.01,12.76,283.70,196.61,15.29,280.28,199.48,15.46
2024-25,Ministry of Law and Justice,Law and Justice,1413,2023,1757,2024,1761,2025,113.07,87.36,4.56,122.67,94.82,5.12,125.34,100.97,4.98
2024-25,Ministry of Law and Justice,Election Commission,561,2023,855,2024,855,2025,40.33,25.59,2.68,40.02,31.02,7.35,41.22,34.85,6.32
2024-25,Ministry of Law and Justice,Supreme Court of India  MàQNQDR 2022-2023 2023-2024 2024-2025,2166,2023,2723,2024,2723,2025,184.72,113.22,4.84,195.00,134.00,9.35,194.79,138.96,8.50
2024-25,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",1308,2023,3101,2024,3111,2025,86.08,61.23,4.65,101.00,72.00,7.85,112.00,74.00,7.25
2024-25,Ministry of Mines,Ministry of Mines,6756,2023,11085,2024,11112,2025,511.92,367.86,42.19,541.72,414.63,46.83,598.56,474.89,40.19
2024-25,Ministry of Minority Affairs,Ministry of Minority Affairs,125,2023,277,2024,277,2025,28.31,19.53,7.38,30.11,35.62,10.05,31.01,50.65,6.86
2024-25,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,184,2023,304,2024,302,2025,28.31,9.56,1.60,20.00,14.12,1.80,24.30,17.60,42.50
2024-25,Ministry of Panchayati Raj,Ministry of Panchayati Raj,79,2023,141,2024,141,2025,7.83,5.23,0.96,8.17,5.50,1.18,10.02,5.59,1.30
2024-25,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,132,2023,147,2024,150,2025,9.06,6.34,0.81,8.50,6.52,2.37,8.76,6.98,2.90
2024-25,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8024,2023,10813,2024,10823,2025,503.24,438.00,47.51,550.00,480.00,40.89,580.00,520.00,27.28
2024-25,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,252,2023,318,2024,318,2025,32.98,,1.04,20.65,16.00,0.85,21.50,17.00,0.85
2024-25,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,214,2023,311,2024,311,2025,18.06,11.68,2.58,18.67,13.91,5.59,18.67,18.57,2.80
2024-25,Ministry of Planning,Ministry of Planning,538,2023,731,2024,731,2025,64.02,22.35,4.59,44.59,26.67,10.67,45.94,28.55,11.80
2024-25,Ministry of Power,Ministry of Power  MàQNQDR 2022-2023 2023-2024 2024-2025,1050,2023,1710,2024,1710,2025,93.60,55.39,2.54,94.66,71.05,4.42,100.18,79.09,5.14
2024-25,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",538,2023,621,2024,604,2025,27.12,16.27,0.11,29.11,18.77,0.36,30.54,21.97,0.36
2024-25,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Lok Sabha,2322,2023,3054,2024,3054,2025,195.58,153.06,2.90,191.00,172.00,4.00,197.05,182.00,4.45
2024-25,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Rajya Sabha,1479,2023,1822,2024,1822,2025,139.00,138.99,37.76,144.72,147.90,38.97,149.06,158.25,36.57
2024-25,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Secretariat of the Vice-President,51,2023,62,2024,62,2025,2.85,2.06,0.03,3.25,2.17,0.28,3.60,2.75,0.60
2024-25,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Union Public Service Commission,1199,2023,1727,2024,1726,2025,76.23,59.87,0.82,78.30,57.81,1.53,80.65,61.86,1.30
2024-25,Ministry of Railways,Ministry of Railways,1189615,2023,1289365,2024,1217300,2025,56884.34,47734.99,2025.31,58799.85,55431.77,2363.11,60157.28,62187.33,2532.69
2024-25,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,854,2023,1165,2024,1165,2025,62.78,41.85,6.88,63.21,46.29,9.17,65.11,49.53,10.60
2024-25,Ministry of Rural Development,Department of Rural Development,379,2023,417,2024,450,2025,27.43,22.43,1.81,32.20,23.25,2.15,34.75,25.40,2.35
2024-25,Ministry of Rural Development,Department of Land Resources,80,2023,129,2024,129,2025,6.69,3.96,0.38,7.00,4.71,0.42,7.21,5.04,0.37
2024-25,Ministry of Science and Technology,Department of Science and Technology,3923,2023,5576,2024,5572,2025,236.46,156.21,12.95,235.91,168.90,13.45,238.17,169.85,13.26
2024-25,Ministry of Science and Technology,Department of Biotechnology,161,2023,250,2024,250,2025,16.40,8.80,1.26,16.75,11.50,3.15,16.79,11.58,3.15
2024-25,Ministry of Science and Technology,Department of Scientific and Industrial Research,70,2023,75,2024,77,2025,9.00,3.03,0.39,7.50,5.13,0.55,7.98,5.10,0.59
2024-25,"Ministry of Ports, Shipping and Waterways","Ministry of Ports, Shipping and Waterways",1474,2023,2143,2024,2143,2025,93.76,64.67,9.36,104.07,79.03,13.82,111.08,91.73,13.67
2024-25,Ministry of Skill Development and Entrepreneurship,Ministry of Skill Development and Entrepreneurship  MàQNQDR 2022-2023 2023-2024 2024-2025,1203,2023,1969,2024,2024,2025,126.20,10.25,4.62,85.54,61.81,6.03,97.61,73.08,6.05
2024-25,Ministry of Social Justice and Empowerment,Department of Social Justice and Empowerment,377,2023,682,2024,682,2025,53.46,40.37,3.14,49.50,30.15,6.35,36.26,26.66,6.30
2024-25,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,94,2023,106,2024,119,2025,7.94,5.54,0.82,12.32,8.75,2.50,11.95,6.90,2.35
2024-25,Department of Space,Department of Space,15360,2023,19138,2024,19138,2025,1908.47,1033.67,52.21,1547.58,1090.55,73.41,1682.00,1010.00,70.00
2024-25,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,6141,2023,6438,2024,6438,2025,280.11,186.74,33.29,322.18,206.08,40.17,343.71,211.89,41.89
2024-25,Ministry of Steel,Ministry of Steel,199,2023,278,2024,278,2025,15.70,11.24,1.68,16.30,11.57,1.91,16.79,11.97,2.05
2024-25,Ministry of Textiles,Ministry of Textiles,4289,2023,4293,2024,4299,2025,116.45,77.63,11.44,118.55,83.19,11.00,127.83,90.54,12.03
2024-25,Ministry of Tourism,Ministry of Tourism,344,2023,583,2024,583,2025,24.76,15.98,3.10,22.12,16.62,3.57,23.44,18.24,4.15
2024-25,Ministry of Tribal Affairs,Ministry of Tribal Affairs,191,2023,317,2024,322,2025,15.36,9.98,1.87,16.02,11.07,1.85,17.93,11.79,1.92
2024-25,Ministry of Women and Child Development,Ministry of Women and Child Development,340,2023,413,2024,413,2025,26.01,24.75,0.62,27.55,29.06,0.79,23.35,29.09,0.44
2024-25,Ministry of Youth Affairs and Sports,Ministry of Youth Affairs and Sports  MàQNQDR 2022-2023 2023-2024 2024-2025,266,2023,278,2024,310,2025,20.95,11.89,1.80,21.83,15.72,2.65,22.94,18.94,3.02
2024-25,Ministry of Cooperation,Ministry of Cooperation,84,2023,200,2024,220,2025,6.51,4.33,0.21,8.86,6.33,0.62,9.13,6.77,1.10
2024-25,GRAND TOTAL,GRAND TOTAL,3167143,2023,3561608,2024,3513919,2025,154831.14,114069.72,6837.09,154104.36,135126.14,7855.51,162293.48,153962.46,8513.64
2025-26,Ministry of Agriculture and Farmers Welfare,Department of Agriculture and Farmers Welfare,3565,2024,5420,2025,5420,2026,221.44,162.54,18.30,230.00,190.31,24.21,239.20,201.73,26.88
2025-26,Ministry of Agriculture and Farmers Welfare,Department of Agricultural Research and Education,65,2024,88,2025,91,2026,7.44,5.56,2.70,7.78,6.04,3.90,7.97,6.40,4.25
2025-26,Department of Atomic Energy,Atomic Energy,27016,2024,37189,2025,37108,2026,2400.77,1621.66,52.90,2461.00,1898.60,56.82,2559.44,2012.52,62.07
2025-26,Ministry of AYUSH,Ministry of Ayush,208,2024,540,2025,540,2026,16.33,13.46,1.91,18.37,16.69,3.15,19.60,17.69,3.20
2025-26,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,268,2024,250,2025,250,2026,12.54,8.98,1.12,12.29,10.58,1.27,12.62,11.05,1.41
2025-26,Ministry of Chemicals and Fertilisers,Department of Fertilisers,197,2024,245,2025,245,2026,15.85,11.76,0.96,17.38,13.10,1.21,18.30,15.40,1.23
2025-26,Ministry of Chemicals and Fertilisers,Department of Pharmaceuticals,74,2024,95,2025,95,2026,9.67,7.02,0.84,12.95,9.08,0.55,13.86,9.12,0.60
2025-26,Ministry of Civil Aviation,Ministry of Civil Aviation,1490,2024,2761,2025,2761,2026,108.55,83.46,22.56,118.06,101.25,28.39,120.12,107.32,33.26
2025-26,Ministry of Coal,Ministry of Coal,223,2024,380,2025,380,2026,16.66,12.08,1.59,18.38,15.00,1.61,18.33,15.06,1.81
2025-26,Ministry of Commerce and Industry,Department of Commerce,1962,2024,4385,2025,4378,2026,328.12,129.59,31.36,263.47,201.83,31.40,274.01,211.76,33.80
2025-26,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade,2575,2024,4180,2025,4441,2026,180.40,141.27,11.62,186.65,165.20,9.81,194.12,175.11,9.78
2025-26,Ministry of Communications,Department of Posts,457997,2024,583180,2025,583180,2026,9176.85,11079.92,216.29,9000.00,13300.00,195.50,9360.00,14098.00,204.00
2025-26,Ministry of Communications,Department of Telecommunications 2023-2024 2024-2025 2025-2026,3551,2024,5541,2025,5541,2026,329.33,237.71,31.55,367.68,295.85,49.66,388.24,305.75,56.17
2025-26,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,784,2024,1266,2025,1266,2026,50.03,38.44,2.28,51.90,45.57,2.16,53.98,48.31,1.90
2025-26,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,812,2024,1151,2025,1151,2026,46.31,34.23,2.86,47.68,40.61,5.03,49.11,43.45,4.95
2025-26,Ministry of Cooperation,Ministry of Cooperation,125,2024,150,2025,190,2026,9.17,6.56,0.06,12.75,9.56,1.16,12.75,9.83,1.10
2025-26,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1273,2024,2690,2025,2700,2026,96.15,74.41,7.12,97.28,86.91,8.11,101.17,92.12,8.28
2025-26,Ministry of Culture,Ministry of Culture,5747,2024,7143,2025,10577,2026,279.47,201.49,21.21,284.23,236.73,21.68,295.60,250.93,23.61
2025-26,Ministry of Defence,Ministry of Defence (Civil),88788,2024,87397,2025,88904,2026,6233.34,3048.72,256.25,4912.69,5121.72,152.55,4984.26,5172.70,203.93
2025-26,Ministry of Development of North Eastern Region,Ministry of Development of North Eastern Region,138,2024,143,2025,146,2026,11.06,5.46,0.43,10.35,8.58,0.54,11.49,9.49,0.63
2025-26,Ministry of Earth Sciences,Ministry of Earth Sciences,4643,2024,7297,2025,7296,2026,306.65,224.66,11.47,336.43,270.19,13.45,351.50,286.40,18.80
2025-26,Ministry of Education,Department of School Education and Literacy,278,2024,365,2025,365,2026,18.06,13.24,0.80,19.89,17.00,1.15,20.68,18.00,1.20
2025-26,Ministry of Education,Department of Higher Education,892,2024,1046,2025,1182,2026,63.39,47.50,5.37,67.00,55.95,7.31,69.01,59.00,7.77
2025-26,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology 2023-2024 2024-2025 2025-2026,4846,2024,6527,2025,6527,2026,589.27,414.62,16.12,615.35,477.00,20.07,625.80,505.80,21.60
2025-26,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change",3170,2024,5010,2025,5015,2026,189.71,138.84,34.30,210.00,164.55,44.02,235.00,174.42,50.27
2025-26,Ministry of External Affairs,Ministry of External Affairs,10569,2024,13248,2025,13288,2026,1067.34,1829.83,328.33,1119.34,1973.57,344.44,1193.87,2106.23,320.56
2025-26,Ministry of Finance,Department of Economic Affairs,999,2024,1331,2025,1239,2026,68.03,49.95,14.93,80.03,69.89,16.30,84.29,74.00,13.09
2025-26,Ministry of Finance,Department of Expenditure,1182,2024,1625,2025,1637,2026,86.75,66.93,6.34,92.00,81.87,6.59,106.00,93.79,7.02
2025-26,Ministry of Finance,Department of Financial Services,1015,2024,1544,2025,1544,2026,72.61,55.66,3.00,79.22,67.69,2.77,90.00,75.00,2.97
2025-26,Ministry of Finance,Department of Public Enterprises,95,2024,100,2025,105,2026,6.45,4.67,0.14,7.50,6.00,0.19,8.00,7.00,0.30
2025-26,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),88,2024,109,2025,109,2026,7.81,5.37,1.44,7.74,6.20,2.05,8.05,6.57,2.30
2025-26,Ministry of Finance,Department of Revenue,4573,2024,8173,2025,8173,2026,281.66,234.96,34.96,303.71,285.90,36.86,335.35,325.50,40.56
2025-26,Ministry of Finance,Direct Taxes,49129,2024,79304,2025,79304,2026,3251.19,2359.39,87.31,3377.10,2821.51,102.01,3512.18,2990.80,78.00
2025-26,Ministry of Finance,Indirect Taxes,56020,2024,92879,2025,92879,2026,3801.52,2840.99,98.91,4030.50,3492.18,113.20,4300.00,3701.71,132.27
2025-26,Ministry of Finance,Indian Audit and Accounts Department,46314,2024,46812,2025,46812,2026,2877.89,2153.63,328.41,2971.65,2501.39,326.56,3000.26,2651.47,329.00
2025-26,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries,608,2024,1232,2025,1232,2026,38.48,28.53,3.91,39.23,33.35,3.12,46.95,36.19,4.55
2025-26,"Ministry of Fisheries, Animal Husbandry and Dairying",Department of Animal Husbandry and Dairying,1015,2024,2312,2025,2322,2026,43.72,31.43,3.10,45.35,39.91,3.90,50.00,46.36,4.03
2025-26,Ministry of Food Processing Industries,Ministry of Food Processing Industries,135,2024,181,2025,181,2026,14.14,10.13,1.93,15.59,11.00,1.05,16.00,12.00,2.05
2025-26,Ministry of Health and Family Welfare,Department of Health and Family Welfare 2023-2024 2024-2025 2025-2026,25845,2024,28642,2025,32186,2026,1935.69,1639.92,28.23,2074.92,1922.56,35.55,2232.55,2072.29,43.37
2025-26,Ministry of Health and Family Welfare,Department of Health Research,28,2024,62,2025,62,2026,2.76,1.89,0.36,3.20,2.60,0.95,3.35,2.76,0.75
2025-26,Ministry of Heavy Industries,Ministry of Heavy Industries,182,2024,274,2025,274,2026,13.45,9.86,1.07,14.27,12.18,1.40,14.84,12.91,1.40
2025-26,Ministry of Home Affairs,Ministry of Home Affairs,21116,2024,29725,2025,29723,2026,1020.20,902.71,113.50,1102.46,1137.96,108.96,1120.22,1308.93,67.18
2025-26,Ministry of Home Affairs,Cabinet,1023,2024,1501,2025,1500,2026,90.37,75.91,56.60,94.25,88.45,83.64,98.80,94.15,58.10
2025-26,Ministry of Home Affairs,Police,1073225,2024,1171381,2025,1180460,2026,48378.75,46945.91,3251.36,55233.08,62489.66,3221.77,57442.40,65391.59,2867.98
2025-26,Ministry of Home Affairs,Andaman and Nicobar Islands,32938,2024,32938,2025,32938,2026,1427.89,685.28,31.30,1456.36,979.05,30.81,1481.07,1018.63,33.13
2025-26,Ministry of Home Affairs,Chandigarh,22155,2024,22797,2025,23191,2026,1708.08,1042.22,3.45,1592.60,1183.12,3.97,1689.86,1265.29,5.82
2025-26,Ministry of Home Affairs,Dadra and Nagar Haveli and Daman and Diu,4473,2024,7147,2025,7147,2026,288.42,181.46,3.94,327.04,208.41,3.79,327.29,222.65,3.47
2025-26,Ministry of Home Affairs,Lakshadweep,5771,2024,5771,2025,5771,2026,214.08,187.01,7.72,214.08,195.42,11.32,222.64,207.40,11.39
2025-26,Ministry of Housing and Urban Affairs,Ministry of Housing and Urban Affairs,19115,2024,18908,2025,18898,2026,984.00,708.02,26.34,1022.44,850.14,30.38,1089.82,917.88,35.08
2025-26,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,3103,2024,3348,2025,3571,2026,199.04,145.84,8.15,202.23,165.79,7.63,210.41,178.43,7.13
2025-26,Ministry of Jal Shakti,"Department of Water Resources, River Development and Ganga Rejuvenation",8209,2024,13333,2025,13414,2026,479.64,348.89,15.93,509.44,433.99,21.58,565.81,487.94,23.33
2025-26,Ministry of Jal Shakti,Department of Drinking Water and Sanitation,114,2024,157,2025,157,2026,11.32,8.02,0.11,11.48,9.10,0.15,16.50,9.74,0.20
2025-26,Ministry of Labour and Employment,Ministry of Labour and Employment,3831,2024,6469,2025,6469,2026,255.20,185.06,14.27,256.56,215.84,13.46,266.83,228.79,15.12
2025-26,Ministry of Law and Justice,Law and Justice 2023-2024 2024-2025 2025-2026,2006,2024,2825,2025,2869,2026,117.01,82.69,3.72,127.10,104.51,5.55,133.23,109.57,4.78
2025-26,Ministry of Law and Justice,Election Commission,577,2024,850,2025,850,2026,41.86,29.24,6.11,47.64,35.00,5.46,49.55,32.00,4.73
2025-26,Ministry of Law and Justice,Supreme Court of India,2287,2024,2724,2025,2724,2026,192.00,130.65,8.20,201.04,157.00,9.00,204.21,160.00,10.00
2025-26,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",1243,2024,3073,2025,3073,2026,88.65,96.55,6.64,93.86,99.36,5.07,96.39,107.07,4.95
2025-26,Ministry of Mines,Ministry of Mines,6896,2024,10444,2025,10444,2026,538.40,410.74,46.75,562.00,489.45,50.45,577.00,512.75,52.04
2025-26,Ministry of Minority Affairs,Ministry of Minority Affairs,125,2024,277,2025,277,2026,55.21,7.53,9.61,36.70,50.27,16.55,38.00,55.00,21.75
2025-26,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,220,2024,302,2025,302,2026,17.15,12.62,2.06,19.89,16.01,2.66,20.48,17.13,3.31
2025-26,Ministry of Panchayati Raj,Ministry of Panchayati Raj,86,2024,141,2025,141,2026,7.76,5.65,1.01,8.23,5.59,1.49,8.53,5.98,1.70
2025-26,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,132,2024,149,2025,150,2026,8.62,7.20,2.20,8.76,8.20,2.00,8.99,8.50,2.90
2025-26,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8533,2024,10911,2025,10911,2026,520.12,472.05,48.67,550.20,561.77,46.84,575.00,597.00,52.40
2025-26,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,267,2024,318,2025,318,2026,20.19,14.52,0.69,21.25,16.95,1.06,22.00,17.50,0.85
2025-26,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,231,2024,324,2025,324,2026,18.27,13.20,3.32,19.61,16.46,1.55,20.80,19.87,2.30
2025-26,Ministry of Planning,Ministry of Planning 2023-2024 2024-2025 2025-2026,454,2024,675,2025,675,2026,44.15,26.63,6.00,45.91,31.75,20.95,45.47,33.39,18.70
2025-26,"Ministry of Ports, Shipping and Waterways","Ministry of Ports, Shipping and Waterways",1451,2024,2203,2025,2203,2026,96.31,69.03,11.50,109.06,85.15,14.04,115.91,94.28,14.17
2025-26,Ministry of Power,Ministry of Power,1101,2024,1744,2025,1744,2026,86.70,62.59,3.75,98.58,79.02,3.38,107.50,83.24,3.38
2025-26,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",516,2024,626,2025,612,2026,28.59,18.19,0.33,31.64,22.78,0.36,33.52,24.07,0.36
